Date,Warehouse_Location,Material_ID,Material_Name,Category,Supplier_Name,Forecasted_Demand,Actual_Consumption,Safety_Stock,Reorder_Level,Current_Stock,Lead_Time_Days,Unit_Cost,Inventory_Value (PKR),Reorder_Flag
11/29/2024,Islamabad East,M0073,Material_008,Semi-Finished,Alpha Ltd,205,146,45,88,43,10,27.74,1192.82,Yes
11/19/2024,Faisalabad Hub,M0065,Material_043,Raw Material,Gamma Traders,273,307,80,117,133,12,89.28,11874.24,No
10/28/2024,Karachi Central,M0075,Material_020,Finished Good,Delta Supplies,269,264,71,139,245,13,65.78,16116.1,No
11/10/2024,Karachi Central,M0067,Material_097,Finished Good,Delta Supplies,228,223,59,96,240,2,49.84,11961.6,No
12/03/2024,Lahore South,M0052,Material_090,Raw Material,Gamma Traders,168,109,96,122,248,14,33.8,8382.4,No
10/27/2024,Karachi Central,M0062,Material_039,Finished Good,Gamma Traders,226,251,73,96,10,7,56.95,569.5,Yes
12/02/2024,Islamabad East,M0023,Material_085,Semi-Finished,Gamma Traders,58,75,89,134,254,2,95.11,24157.94,No
10/17/2024,Karachi Central,M0026,Material_049,Semi-Finished,Gamma Traders,235,215,55,79,116,13,90.61,10510.76,No
12/12/2024,Lahore South,M0068,Material_064,Raw Material,Gamma Traders,222,209,64,143,130,8,32.91,4278.3,Yes
11/02/2024,Faisalabad Hub,M0082,Material_062,Raw Material,Gamma Traders,199,178,51,125,79,4,27.49,2171.71,Yes
12/23/2024,Lahore South,M0055,Material_054,Raw Material,Delta Supplies,209,249,46,81,0,7,13.73,0.0,Yes
12/16/2024,Lahore South,M0006,Material_009,Raw Material,Gamma Traders,246,238,78,132,91,8,11.74,1068.34,Yes
10/29/2024,Faisalabad Hub,M0035,Material_088,Finished Good,Alpha Ltd,264,280,56,101,0,2,133.17,0.0,Yes
10/13/2024,Lahore South,M0022,Material_037,Raw Material,Gamma Traders,246,277,84,121,201,2,16.31,3278.31,No
11/15/2024,Lahore South,M0043,Material_049,Finished Good,Gamma Traders,91,52,50,98,213,14,112.37,23934.81,No
11/04/2024,Karachi Central,M0015,Material_041,Raw Material,Delta Supplies,102,127,45,87,118,6,132.08,15585.44,No
10/06/2024,Karachi Central,M0086,Material_017,Packaging,Delta Supplies,273,256,62,134,48,7,23.73,1139.04,Yes
12/21/2024,Faisalabad Hub,M0060,Material_088,Semi-Finished,Gamma Traders,236,205,66,99,0,10,71.08,0.0,Yes
12/08/2024,Karachi Central,M0012,Material_021,Finished Good,Delta Supplies,123,135,85,119,101,2,144.72,14616.72,Yes
11/16/2024,Karachi Central,M0049,Material_051,Raw Material,Beta Corp,88,37,45,113,42,14,126.78,5324.76,Yes
10/25/2024,Lahore South,M0042,Material_059,Packaging,Delta Supplies,171,206,77,129,249,5,78.56,19561.44,No
12/05/2024,Islamabad East,M0038,Material_039,Packaging,Delta Supplies,64,89,41,85,175,11,116.76,20433.0,No
10/10/2024,Karachi Central,M0082,Material_055,Raw Material,Delta Supplies,248,269,61,101,0,9,126.67,0.0,Yes
11/25/2024,Islamabad East,M0045,Material_041,Raw Material,Delta Supplies,206,167,59,95,167,11,58.72,9806.24,No
10/30/2024,Karachi Central,M0035,Material_039,Packaging,Alpha Ltd,172,142,64,106,0,10,134.9,0.0,Yes
10/05/2024,Karachi Central,M0030,Material_013,Packaging,Alpha Ltd,160,123,54,130,88,14,75.87,6676.56,Yes
11/02/2024,Faisalabad Hub,M0088,Material_064,Semi-Finished,Alpha Ltd,180,178,99,161,117,4,83.89,9815.13,Yes
12/04/2024,Faisalabad Hub,M0030,Material_011,Raw Material,Gamma Traders,132,147,88,124,118,12,149.96,17695.28,Yes
10/18/2024,Faisalabad Hub,M0078,Material_019,Packaging,Gamma Traders,59,10,68,145,133,3,128.06,17031.98,Yes
11/18/2024,Islamabad East,M0006,Material_011,Packaging,Beta Corp,141,104,47,80,213,5,60.65,12918.45,No
10/11/2024,Lahore South,M0067,Material_077,Semi-Finished,Alpha Ltd,78,48,76,124,271,3,11.45,3102.95,No
12/24/2024,Karachi Central,M0080,Material_046,Finished Good,Gamma Traders,256,264,88,127,75,2,97.66,7324.5,Yes
10/26/2024,Karachi Central,M0007,Material_045,Packaging,Delta Supplies,84,99,91,140,112,13,108.55,12157.6,Yes
12/02/2024,Karachi Central,M0052,Material_001,Semi-Finished,Delta Supplies,55,51,72,110,246,4,101.11,24873.06,No
12/28/2024,Islamabad East,M0014,Material_040,Raw Material,Alpha Ltd,189,146,61,133,63,8,145.5,9166.5,Yes
12/25/2024,Faisalabad Hub,M0073,Material_019,Packaging,Beta Corp,160,138,89,147,6,14,130.82,784.92,Yes
11/28/2024,Lahore South,M0015,Material_076,Raw Material,Beta Corp,87,61,86,161,18,14,72.84,1311.12,Yes
10/27/2024,Islamabad East,M0021,Material_072,Packaging,Delta Supplies,126,115,44,76,130,2,18.8,2444.0,No
11/18/2024,Faisalabad Hub,M0035,Material_072,Semi-Finished,Beta Corp,142,115,78,115,161,3,76.65,12340.65,No
12/16/2024,Islamabad East,M0066,Material_061,Finished Good,Alpha Ltd,196,211,57,99,146,2,106.49,15547.54,No
11/02/2024,Lahore South,M0091,Material_012,Raw Material,Delta Supplies,116,82,77,142,21,9,95.08,1996.68,Yes
10/01/2024,Faisalabad Hub,M0002,Material_061,Semi-Finished,Gamma Traders,185,224,93,145,14,6,85.34,1194.76,Yes
10/21/2024,Islamabad East,M0035,Material_033,Packaging,Gamma Traders,57,84,92,150,47,9,75.63,3554.61,Yes
11/24/2024,Lahore South,M0082,Material_045,Raw Material,Beta Corp,296,307,76,135,114,4,51.13,5828.82,Yes
10/06/2024,Karachi Central,M0078,Material_090,Raw Material,Delta Supplies,171,163,69,106,248,14,48.83,12109.84,No
12/20/2024,Lahore South,M0020,Material_092,Raw Material,Delta Supplies,133,162,90,118,99,13,80.03,7922.97,Yes
12/08/2024,Karachi Central,M0082,Material_069,Raw Material,Gamma Traders,224,175,70,122,25,8,32.48,812.0,Yes
10/05/2024,Islamabad East,M0010,Material_008,Raw Material,Delta Supplies,181,178,49,100,230,9,57.7,13271.0,No
10/03/2024,Faisalabad Hub,M0025,Material_025,Raw Material,Delta Supplies,228,236,54,127,241,7,55.36,13341.76,No
11/22/2024,Faisalabad Hub,M0066,Material_091,Raw Material,Delta Supplies,134,162,81,117,181,14,92.2,16688.2,No
10/23/2024,Islamabad East,M0025,Material_046,Semi-Finished,Beta Corp,244,207,98,136,275,14,19.34,5318.5,No
11/22/2024,Faisalabad Hub,M0054,Material_087,Packaging,Delta Supplies,94,47,87,133,25,8,126.15,3153.75,Yes
11/06/2024,Faisalabad Hub,M0033,Material_030,Finished Good,Alpha Ltd,185,128,83,108,31,13,88.73,2750.63,Yes
12/13/2024,Karachi Central,M0036,Material_047,Packaging,Beta Corp,136,151,57,111,238,3,103.92,24732.96,No
12/13/2024,Islamabad East,M0095,Material_087,Semi-Finished,Delta Supplies,65,85,62,137,228,9,108.43,24722.04,No
12/22/2024,Lahore South,M0014,Material_049,Finished Good,Delta Supplies,126,139,72,128,107,6,50.81,5436.67,Yes
10/17/2024,Karachi Central,M0065,Material_047,Semi-Finished,Alpha Ltd,244,237,55,108,151,8,75.85,11453.35,No
12/24/2024,Islamabad East,M0080,Material_084,Packaging,Beta Corp,289,230,93,132,13,2,143.87,1870.31,Yes
12/17/2024,Karachi Central,M0054,Material_082,Semi-Finished,Gamma Traders,58,59,77,121,76,6,117.34,8917.84,Yes
12/12/2024,Lahore South,M0052,Material_018,Raw Material,Gamma Traders,109,84,74,97,150,2,145.74,21861.0,No
10/01/2024,Lahore South,M0003,Material_066,Raw Material,Beta Corp,127,95,73,102,0,13,114.48,0.0,Yes
11/20/2024,Islamabad East,M0099,Material_068,Packaging,Delta Supplies,126,80,67,96,190,14,34.58,6570.2,No
11/14/2024,Lahore South,M0041,Material_094,Packaging,Delta Supplies,294,256,41,84,5,9,19.04,95.2,Yes
12/16/2024,Karachi Central,M0006,Material_033,Raw Material,Gamma Traders,298,262,69,109,0,5,90.87,0.0,Yes
10/04/2024,Lahore South,M0025,Material_036,Finished Good,Gamma Traders,120,138,52,82,0,5,60.09,0.0,Yes
12/01/2024,Karachi Central,M0013,Material_082,Semi-Finished,Gamma Traders,64,24,80,126,0,3,48.56,0.0,Yes
12/04/2024,Karachi Central,M0098,Material_019,Packaging,Alpha Ltd,120,113,55,90,0,6,123.01,0.0,Yes
11/01/2024,Lahore South,M0008,Material_028,Finished Good,Gamma Traders,151,190,98,143,106,2,61.38,6506.28,Yes
11/03/2024,Islamabad East,M0021,Material_040,Packaging,Alpha Ltd,275,232,44,93,89,10,54.38,4839.82,Yes
12/11/2024,Faisalabad Hub,M0098,Material_084,Finished Good,Beta Corp,218,239,94,162,177,6,129.0,22833.0,No
11/08/2024,Lahore South,M0068,Material_097,Packaging,Delta Supplies,71,53,67,102,90,7,128.48,11563.2,Yes
10/26/2024,Karachi Central,M0025,Material_076,Raw Material,Gamma Traders,201,196,92,118,84,3,59.89,5030.76,Yes
11/03/2024,Karachi Central,M0079,Material_015,Semi-Finished,Delta Supplies,162,200,78,113,261,11,126.55,33029.55,No
11/23/2024,Lahore South,M0068,Material_041,Semi-Finished,Delta Supplies,278,264,84,138,263,11,129.11,33955.93,No
10/03/2024,Islamabad East,M0045,Material_039,Semi-Finished,Gamma Traders,221,250,59,136,262,2,69.35,18169.7,No
11/19/2024,Islamabad East,M0060,Material_002,Finished Good,Gamma Traders,50,51,63,98,125,5,19.31,2413.75,No
10/12/2024,Karachi Central,M0012,Material_063,Semi-Finished,Beta Corp,59,34,66,125,128,8,10.22,1308.16,No
12/04/2024,Karachi Central,M0032,Material_029,Semi-Finished,Alpha Ltd,284,225,69,100,150,7,83.26,12489.0,No
11/23/2024,Islamabad East,M0096,Material_074,Finished Good,Alpha Ltd,257,220,97,151,115,11,58.17,6689.55,Yes
10/05/2024,Faisalabad Hub,M0092,Material_066,Semi-Finished,Delta Supplies,159,184,84,152,160,2,149.6,23936.0,No
11/26/2024,Lahore South,M0013,Material_051,Packaging,Gamma Traders,249,207,66,106,0,2,118.14,0.0,Yes
10/17/2024,Karachi Central,M0031,Material_075,Finished Good,Beta Corp,233,240,65,134,230,9,116.58,26813.4,No
11/16/2024,Karachi Central,M0078,Material_077,Raw Material,Beta Corp,162,159,46,108,25,5,143.73,3593.25,Yes
10/23/2024,Islamabad East,M0020,Material_010,Semi-Finished,Beta Corp,266,301,81,136,181,6,134.28,24304.68,No
12/18/2024,Lahore South,M0018,Material_014,Finished Good,Beta Corp,99,63,86,153,92,14,54.55,5018.6,Yes
12/24/2024,Islamabad East,M0093,Material_082,Semi-Finished,Beta Corp,61,38,92,128,88,8,33.24,2925.12,Yes
10/14/2024,Lahore South,M0060,Material_051,Semi-Finished,Alpha Ltd,138,79,98,149,143,9,114.42,16362.06,Yes
12/05/2024,Lahore South,M0063,Material_073,Semi-Finished,Alpha Ltd,258,277,77,137,261,11,62.96,16432.56,No
12/14/2024,Lahore South,M0006,Material_039,Packaging,Alpha Ltd,237,260,44,69,97,8,76.24,7395.28,No
11/20/2024,Karachi Central,M0032,Material_028,Finished Good,Gamma Traders,203,232,62,105,195,3,98.26,19160.7,No
11/07/2024,Faisalabad Hub,M0093,Material_003,Raw Material,Delta Supplies,287,276,67,113,115,5,137.1,15766.5,No
12/03/2024,Islamabad East,M0043,Material_084,Raw Material,Beta Corp,161,108,73,112,65,11,68.67,4463.55,Yes
11/07/2024,Faisalabad Hub,M0002,Material_070,Raw Material,Gamma Traders,127,117,92,136,60,13,119.66,7179.6,Yes
11/19/2024,Islamabad East,M0060,Material_027,Packaging,Beta Corp,218,188,54,75,52,2,47.57,2473.64,Yes
12/21/2024,Lahore South,M0023,Material_002,Packaging,Alpha Ltd,213,158,71,99,147,11,107.72,15834.84,No
10/30/2024,Karachi Central,M0083,Material_093,Finished Good,Gamma Traders,170,163,65,112,115,10,10.22,1175.3,No
12/18/2024,Faisalabad Hub,M0031,Material_038,Packaging,Alpha Ltd,72,94,87,159,64,4,132.01,8448.64,Yes
11/20/2024,Karachi Central,M0005,Material_003,Packaging,Beta Corp,220,255,70,127,254,13,14.25,3619.5,No
12/02/2024,Islamabad East,M0083,Material_016,Raw Material,Beta Corp,183,140,58,80,0,4,109.79,0.0,Yes
11/21/2024,Karachi Central,M0034,Material_094,Packaging,Delta Supplies,288,302,48,87,95,11,16.48,1565.6,No
11/07/2024,Karachi Central,M0010,Material_040,Semi-Finished,Beta Corp,246,234,68,93,0,10,47.27,0.0,Yes
12/27/2024,Faisalabad Hub,M0089,Material_002,Raw Material,Alpha Ltd,220,213,93,151,169,11,79.61,13454.09,No
12/18/2024,Lahore South,M0002,Material_081,Raw Material,Beta Corp,74,108,97,149,21,4,68.79,1444.59,Yes
10/30/2024,Karachi Central,M0011,Material_041,Raw Material,Delta Supplies,67,49,90,164,60,9,36.86,2211.6,Yes
11/20/2024,Lahore South,M0050,Material_012,Raw Material,Delta Supplies,239,211,78,98,0,3,56.73,0.0,Yes
12/20/2024,Islamabad East,M0031,Material_035,Packaging,Alpha Ltd,190,220,43,99,165,14,111.88,18460.2,No
10/05/2024,Karachi Central,M0056,Material_065,Raw Material,Gamma Traders,92,118,42,67,110,4,103.7,11407.0,No
10/29/2024,Faisalabad Hub,M0079,Material_055,Semi-Finished,Beta Corp,127,104,95,159,152,3,20.05,3047.6,Yes
10/04/2024,Islamabad East,M0073,Material_045,Finished Good,Delta Supplies,77,115,68,121,43,2,114.62,4928.66,Yes
10/10/2024,Islamabad East,M0087,Material_079,Packaging,Beta Corp,195,167,91,157,162,3,17.43,2823.66,No
11/25/2024,Faisalabad Hub,M0083,Material_090,Finished Good,Beta Corp,108,126,50,84,10,9,86.01,860.1,Yes
10/17/2024,Karachi Central,M0009,Material_085,Packaging,Gamma Traders,237,225,72,136,154,10,46.41,7147.14,No
12/13/2024,Karachi Central,M0099,Material_062,Packaging,Delta Supplies,112,116,77,122,258,14,92.28,23808.24,No
10/17/2024,Islamabad East,M0021,Material_049,Finished Good,Beta Corp,234,266,97,173,107,3,46.59,4985.13,Yes
12/23/2024,Karachi Central,M0073,Material_095,Raw Material,Delta Supplies,141,167,50,83,114,8,147.89,16859.46,No
12/27/2024,Lahore South,M0028,Material_025,Finished Good,Alpha Ltd,228,266,66,143,289,6,53.36,15421.04,No
12/08/2024,Faisalabad Hub,M0062,Material_023,Raw Material,Alpha Ltd,105,53,72,145,106,4,43.87,4650.22,Yes
11/03/2024,Lahore South,M0007,Material_024,Packaging,Beta Corp,204,175,60,86,165,10,48.99,8083.35,No
10/06/2024,Karachi Central,M0080,Material_038,Raw Material,Delta Supplies,209,233,78,143,88,7,135.51,11924.88,Yes
11/22/2024,Islamabad East,M0016,Material_028,Semi-Finished,Beta Corp,160,175,70,147,164,12,99.07,16247.48,No
12/05/2024,Faisalabad Hub,M0097,Material_021,Semi-Finished,Delta Supplies,186,206,77,127,132,2,112.3,14823.6,No
12/16/2024,Karachi Central,M0004,Material_054,Semi-Finished,Delta Supplies,281,250,85,128,82,6,138.52,11358.64,Yes
11/12/2024,Karachi Central,M0004,Material_018,Raw Material,Gamma Traders,273,293,41,119,161,8,137.66,22163.26,No
12/14/2024,Islamabad East,M0040,Material_036,Raw Material,Gamma Traders,261,291,66,116,97,5,113.45,11004.65,Yes
10/23/2024,Islamabad East,M0017,Material_099,Raw Material,Gamma Traders,269,272,75,123,110,9,37.7,4147.0,Yes
11/24/2024,Lahore South,M0052,Material_045,Raw Material,Beta Corp,274,243,50,111,230,11,128.07,29456.1,No
12/19/2024,Faisalabad Hub,M0093,Material_073,Finished Good,Gamma Traders,117,70,86,137,24,6,38.53,924.72,Yes
12/14/2024,Faisalabad Hub,M0052,Material_053,Raw Material,Gamma Traders,95,101,57,93,0,10,114.01,0.0,Yes
10/16/2024,Islamabad East,M0036,Material_030,Finished Good,Alpha Ltd,298,325,98,131,143,10,105.98,15155.14,No
10/08/2024,Lahore South,M0038,Material_060,Finished Good,Delta Supplies,275,302,40,99,201,10,116.24,23364.24,No
10/04/2024,Faisalabad Hub,M0050,Material_098,Raw Material,Delta Supplies,289,320,74,129,147,2,84.58,12433.26,No
10/04/2024,Islamabad East,M0063,Material_032,Semi-Finished,Gamma Traders,116,145,74,151,285,3,99.42,28334.7,No
11/25/2024,Karachi Central,M0063,Material_067,Raw Material,Delta Supplies,203,206,70,137,260,4,143.46,37299.6,No
10/25/2024,Faisalabad Hub,M0062,Material_067,Raw Material,Alpha Ltd,185,192,67,110,0,5,24.15,0.0,Yes
12/06/2024,Lahore South,M0099,Material_028,Raw Material,Alpha Ltd,55,55,78,142,230,11,53.24,12245.2,No
12/06/2024,Lahore South,M0007,Material_044,Packaging,Gamma Traders,257,288,40,113,232,10,95.59,22176.88,No
10/27/2024,Lahore South,M0027,Material_079,Packaging,Alpha Ltd,73,97,64,110,0,11,144.97,0.0,Yes
11/01/2024,Karachi Central,M0092,Material_041,Packaging,Delta Supplies,225,249,82,126,79,14,23.38,1847.02,Yes
11/19/2024,Faisalabad Hub,M0086,Material_063,Packaging,Beta Corp,280,254,77,155,174,7,13.16,2289.84,No
11/30/2024,Faisalabad Hub,M0014,Material_023,Raw Material,Delta Supplies,143,122,59,110,145,2,17.8,2581.0,No
11/20/2024,Karachi Central,M0071,Material_075,Semi-Finished,Beta Corp,222,168,42,113,90,13,17.34,1560.6,Yes
10/19/2024,Faisalabad Hub,M0086,Material_048,Semi-Finished,Gamma Traders,62,102,90,127,186,10,137.09,25498.74,No
10/21/2024,Karachi Central,M0005,Material_032,Raw Material,Beta Corp,246,275,41,106,236,7,110.98,26191.28,No
10/05/2024,Karachi Central,M0055,Material_057,Raw Material,Alpha Ltd,74,111,57,94,196,5,104.79,20538.84,No
12/21/2024,Karachi Central,M0002,Material_100,Semi-Finished,Delta Supplies,197,196,83,139,7,5,83.16,582.12,Yes
11/11/2024,Lahore South,M0062,Material_033,Raw Material,Beta Corp,167,195,49,94,143,4,119.47,17084.21,No
11/30/2024,Faisalabad Hub,M0091,Material_024,Semi-Finished,Delta Supplies,131,74,44,72,141,8,31.79,4482.39,No
10/22/2024,Karachi Central,M0021,Material_039,Raw Material,Gamma Traders,160,116,48,127,112,4,64.87,7265.44,Yes
10/21/2024,Faisalabad Hub,M0079,Material_034,Raw Material,Gamma Traders,131,86,41,95,167,3,78.6,13126.2,No
12/09/2024,Lahore South,M0021,Material_056,Raw Material,Alpha Ltd,115,152,73,100,0,11,25.46,0.0,Yes
10/01/2024,Karachi Central,M0010,Material_028,Raw Material,Gamma Traders,251,210,99,138,223,9,68.73,15326.79,No
10/05/2024,Islamabad East,M0087,Material_037,Semi-Finished,Beta Corp,296,268,77,150,227,5,54.31,12328.37,No
10/12/2024,Lahore South,M0058,Material_007,Packaging,Gamma Traders,94,116,70,131,122,9,14.98,1827.56,Yes
12/29/2024,Islamabad East,M0039,Material_068,Semi-Finished,Alpha Ltd,163,202,49,90,0,2,29.14,0.0,Yes
11/15/2024,Faisalabad Hub,M0005,Material_037,Finished Good,Delta Supplies,224,253,89,127,166,6,116.97,19417.02,No
11/03/2024,Faisalabad Hub,M0065,Material_056,Packaging,Delta Supplies,112,72,51,100,114,14,12.53,1428.42,No
11/18/2024,Lahore South,M0013,Material_065,Semi-Finished,Gamma Traders,125,92,75,147,135,10,140.8,19008.0,Yes
12/17/2024,Faisalabad Hub,M0085,Material_065,Raw Material,Beta Corp,288,231,93,140,265,2,22.1,5856.5,No
12/29/2024,Islamabad East,M0090,Material_047,Packaging,Alpha Ltd,254,289,60,114,254,12,121.89,30960.06,No
11/14/2024,Karachi Central,M0085,Material_020,Semi-Finished,Beta Corp,163,196,88,150,52,14,135.81,7062.12,Yes
10/27/2024,Karachi Central,M0053,Material_019,Raw Material,Alpha Ltd,160,150,86,116,140,5,141.76,19846.4,No
12/12/2024,Karachi Central,M0082,Material_029,Packaging,Gamma Traders,298,328,45,95,54,7,131.45,7098.3,Yes
10/26/2024,Lahore South,M0045,Material_074,Raw Material,Alpha Ltd,232,210,87,155,207,11,50.26,10403.82,No
11/16/2024,Faisalabad Hub,M0032,Material_060,Packaging,Alpha Ltd,252,236,88,155,140,9,56.63,7928.2,Yes
12/25/2024,Islamabad East,M0036,Material_018,Finished Good,Gamma Traders,196,225,42,100,0,4,69.72,0.0,Yes
11/25/2024,Faisalabad Hub,M0081,Material_092,Finished Good,Beta Corp,84,52,49,104,108,6,29.5,3186.0,No
12/02/2024,Faisalabad Hub,M0099,Material_035,Semi-Finished,Gamma Traders,280,319,44,93,114,8,13.12,1495.68,No
11/17/2024,Faisalabad Hub,M0060,Material_043,Semi-Finished,Alpha Ltd,102,135,85,127,23,2,131.68,3028.64,Yes
11/30/2024,Karachi Central,M0011,Material_095,Packaging,Gamma Traders,75,105,65,103,46,8,87.58,4028.68,Yes
12/20/2024,Islamabad East,M0063,Material_091,Packaging,Alpha Ltd,287,275,60,91,0,14,95.22,0.0,Yes
10/26/2024,Islamabad East,M0021,Material_011,Raw Material,Gamma Traders,63,4,84,118,207,13,139.78,28934.46,No
11/05/2024,Faisalabad Hub,M0052,Material_049,Packaging,Delta Supplies,167,198,65,115,177,12,103.12,18252.24,No
10/01/2024,Karachi Central,M0055,Material_038,Packaging,Delta Supplies,94,50,77,139,127,9,106.72,13553.44,Yes
10/08/2024,Karachi Central,M0026,Material_064,Finished Good,Gamma Traders,221,178,83,139,193,9,120.18,23194.74,No
11/21/2024,Islamabad East,M0068,Material_069,Packaging,Beta Corp,265,298,65,121,43,10,26.29,1130.47,Yes
12/18/2024,Karachi Central,M0034,Material_008,Packaging,Alpha Ltd,282,287,47,81,0,7,60.42,0.0,Yes
11/16/2024,Karachi Central,M0052,Material_034,Packaging,Delta Supplies,242,190,44,92,17,13,145.55,2474.35,Yes
11/25/2024,Karachi Central,M0082,Material_048,Semi-Finished,Beta Corp,100,65,54,123,49,7,139.21,6821.29,Yes
12/25/2024,Lahore South,M0099,Material_056,Semi-Finished,Alpha Ltd,220,247,98,160,265,3,133.77,35449.05,No
10/14/2024,Faisalabad Hub,M0093,Material_076,Raw Material,Delta Supplies,168,155,55,100,51,4,73.29,3737.79,Yes
12/29/2024,Islamabad East,M0052,Material_065,Packaging,Delta Supplies,263,219,40,103,58,5,130.01,7540.58,Yes
10/28/2024,Islamabad East,M0029,Material_031,Finished Good,Gamma Traders,200,155,55,76,0,5,16.78,0.0,Yes
12/26/2024,Lahore South,M0038,Material_004,Packaging,Alpha Ltd,233,253,76,115,239,9,30.79,7358.81,No
12/17/2024,Faisalabad Hub,M0042,Material_050,Raw Material,Beta Corp,295,286,42,76,13,2,67.96,883.48,Yes
12/27/2024,Islamabad East,M0021,Material_069,Semi-Finished,Beta Corp,68,15,91,162,222,11,77.67,17242.74,No
10/02/2024,Karachi Central,M0042,Material_030,Finished Good,Beta Corp,131,133,86,109,35,5,46.89,1641.15,Yes
10/26/2024,Islamabad East,M0013,Material_088,Raw Material,Alpha Ltd,125,146,70,111,37,12,59.91,2216.67,Yes
10/14/2024,Karachi Central,M0064,Material_059,Semi-Finished,Beta Corp,232,185,52,121,0,13,32.79,0.0,Yes
11/28/2024,Lahore South,M0017,Material_067,Finished Good,Beta Corp,269,223,95,152,246,14,78.48,19306.08,No
11/25/2024,Karachi Central,M0009,Material_075,Packaging,Beta Corp,141,175,55,97,12,12,121.14,1453.68,Yes
10/07/2024,Islamabad East,M0041,Material_045,Finished Good,Gamma Traders,237,269,94,172,287,12,102.59,29443.33,No
10/03/2024,Islamabad East,M0001,Material_004,Semi-Finished,Gamma Traders,236,276,82,127,181,5,25.09,4541.29,No
10/23/2024,Islamabad East,M0002,Material_026,Semi-Finished,Alpha Ltd,82,97,60,130,37,2,78.26,2895.62,Yes
10/18/2024,Lahore South,M0060,Material_027,Semi-Finished,Alpha Ltd,196,199,41,71,121,4,107.67,13028.07,No
11/07/2024,Lahore South,M0048,Material_046,Raw Material,Beta Corp,77,80,93,140,214,6,84.19,18016.66,No
10/15/2024,Faisalabad Hub,M0029,Material_064,Raw Material,Gamma Traders,172,152,66,141,132,7,64.83,8557.56,Yes
12/03/2024,Islamabad East,M0097,Material_091,Packaging,Delta Supplies,229,226,77,98,31,10,97.07,3009.17,Yes
12/28/2024,Karachi Central,M0010,Material_051,Raw Material,Delta Supplies,175,130,65,143,135,10,145.61,19657.35,Yes
10/28/2024,Lahore South,M0058,Material_050,Packaging,Beta Corp,226,223,97,124,6,10,23.29,139.74,Yes
12/13/2024,Islamabad East,M0060,Material_006,Finished Good,Beta Corp,86,53,98,146,147,12,64.6,9496.2,No
11/08/2024,Islamabad East,M0021,Material_059,Finished Good,Gamma Traders,203,182,77,107,114,2,66.92,7628.88,No
11/26/2024,Lahore South,M0028,Material_015,Semi-Finished,Gamma Traders,148,183,85,141,131,13,90.78,11892.18,Yes
10/17/2024,Faisalabad Hub,M0075,Material_030,Finished Good,Gamma Traders,147,171,64,101,201,10,31.3,6291.3,No
12/25/2024,Lahore South,M0034,Material_042,Semi-Finished,Alpha Ltd,176,166,50,124,85,14,34.73,2952.05,Yes
12/29/2024,Lahore South,M0008,Material_037,Packaging,Alpha Ltd,276,279,47,116,109,9,49.95,5444.55,Yes
11/13/2024,Karachi Central,M0059,Material_042,Raw Material,Beta Corp,217,234,47,80,138,3,143.82,19847.16,No
10/25/2024,Karachi Central,M0086,Material_035,Packaging,Alpha Ltd,129,119,72,145,218,14,112.78,24586.04,No
10/17/2024,Faisalabad Hub,M0072,Material_087,Semi-Finished,Gamma Traders,87,118,92,121,13,12,102.64,1334.32,Yes
10/13/2024,Islamabad East,M0049,Material_006,Packaging,Gamma Traders,126,95,46,100,213,2,124.37,26490.81,No
12/23/2024,Lahore South,M0079,Material_068,Semi-Finished,Alpha Ltd,175,195,77,105,198,2,27.86,5516.28,No
10/25/2024,Faisalabad Hub,M0017,Material_018,Raw Material,Delta Supplies,136,107,60,114,0,13,130.31,0.0,Yes
12/07/2024,Karachi Central,M0060,Material_073,Semi-Finished,Beta Corp,103,59,47,77,51,7,93.28,4757.28,Yes
10/10/2024,Lahore South,M0087,Material_029,Finished Good,Delta Supplies,199,183,90,153,270,10,56.95,15376.5,No
12/06/2024,Islamabad East,M0088,Material_077,Semi-Finished,Beta Corp,65,67,93,124,57,8,124.22,7080.54,Yes
10/18/2024,Karachi Central,M0045,Material_059,Finished Good,Delta Supplies,77,30,60,82,0,6,122.36,0.0,Yes
12/25/2024,Karachi Central,M0083,Material_047,Finished Good,Alpha Ltd,289,297,95,167,75,12,128.4,9630.0,Yes
11/03/2024,Karachi Central,M0069,Material_017,Finished Good,Beta Corp,212,194,59,117,143,3,26.17,3742.31,No
10/08/2024,Faisalabad Hub,M0032,Material_096,Finished Good,Beta Corp,237,260,47,80,0,2,145.71,0.0,Yes
11/09/2024,Islamabad East,M0044,Material_022,Finished Good,Beta Corp,222,207,97,172,70,3,144.35,10104.5,Yes
12/22/2024,Lahore South,M0065,Material_068,Semi-Finished,Gamma Traders,95,44,85,132,227,2,60.05,13631.35,No
11/11/2024,Faisalabad Hub,M0087,Material_069,Raw Material,Gamma Traders,121,105,70,100,238,4,19.23,4576.74,No
11/10/2024,Faisalabad Hub,M0008,Material_037,Packaging,Delta Supplies,285,230,89,147,282,7,33.39,9415.98,No
10/06/2024,Faisalabad Hub,M0077,Material_049,Packaging,Alpha Ltd,232,197,96,140,4,14,149.0,596.0,Yes
11/21/2024,Karachi Central,M0072,Material_013,Raw Material,Gamma Traders,296,289,68,108,212,9,88.82,18829.84,No
10/26/2024,Islamabad East,M0087,Material_034,Raw Material,Beta Corp,263,262,87,116,57,4,59.93,3416.01,Yes
