,Project Code,PQ #,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
8032,104-CI-T30,FPQ-5623,SO-36881,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,05-07-10,N/A - From RDC,19-10-10,25-09-10,25-09-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7925,21080.5,2.66,0.04,"Aurobindo Unit III, India",Yes,18041,8953.2,45.45
8038,105-GY-T30,FPQ-6439,SO-37490,Guyana,PMO - US,From RDC,N/A - From RDC,Air,9/22/2010,N/A - From RDC,20-10-10,28-09-10,28-09-10,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,140,5425,38.75,0.32,"Aurobindo Unit III, India",Yes,34,2027.42,11.7
8039,102-UG-T30,FPQ-6403,SO-37460,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/16/2010,N/A - From RDC,20-10-10,25-10-10,25-10-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27304,118499.36,4.34,0.14,Mylan (formerly Matrix) Nashik,Yes,13087,56372.66,255.48
8043,117-ET-T30,FPQ-6428,SO-37940,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,9/24/2010,N/A - From RDC,19-11-10,17-11-10,17-11-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1660,11968.6,7.21,0.12,"Aurobindo Unit III, India",Yes,90,866.71,25.8
8045,106-HT-T30,FPQ-5523,SO-36730,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/2010,N/A - From RDC,26-11-10,15-12-10,15-12-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,36139,308988.45,8.55,0.14,"Aurobindo Unit III, India",Yes,7100,68243,666.18
8047,151-NG-T30,FPQ-6243,SO-37430,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/25/2010,N/A - From RDC,30-03-11,09-01-11,09-01-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,50000,441000,8.82,0.29,Mylan (formerly Matrix) Nashik,Yes,4502,27457,950.8
8048,114-UG-T30,FPQ-6427,SO-38180,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/2010,N/A - From RDC,07-02-11,14-01-11,14-01-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,69202,776446.44,11.22,0.19,"Aurobindo Unit III, India",Yes,9299,54009.25,1674.02
8049,111-MZ-T30,FPQ-6426,SO-37600,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,9/23/2010,N/A - From RDC,10-03-11,02-03-11,02-03-11,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,23448,76909.44,3.28,0.05,"Cipla, Goa, India",Yes,1804,4815.8,165.82
8050,151-NG-T30,FPQ-6243,SO-38330,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/25/2010,N/A - From RDC,21-02-11,16-02-11,16-02-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6700,15611,2.33,0.04,"Aurobindo Unit III, India",Yes,426,43548,33.66
8052,117-ET-T30,FPQ-7001,SO-38460,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,01-06-11,N/A - From RDC,09-02-11,07-02-11,07-02-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,6020,39551.4,6.57,0.22,"Aurobindo Unit III, India",Yes,542,3935.92,65.26
8053,110-ZM-T30,FPQ-6222,SO-37350,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/2010,N/A - From RDC,31-03-11,07-03-11,07-03-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,200000,2184000,10.92,0.36,Mylan (formerly Matrix) Nashik,Yes,43128,34543.36,4708.7
8054,110-ZM-T30,FPQ-6221,SO-38110,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/2010,N/A - From RDC,10-03-11,25-02-11,25-02-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,129998,1419578.16,10.92,0.36,Mylan (formerly Matrix) Nashik,Yes,11115,16482.05,3060.61
8055,104-CI-T30,FPQ-6144,SO-38400,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,08-03-10,N/A - From RDC,31-03-11,15-03-11,15-03-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,57456,255679.2,4.45,0.15,Mylan (formerly Matrix) Nashik,Yes,4720,18611.92,551.24
8059,104-CI-T30,FPQ-5925,SO-38300,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,6/23/2010,N/A - From RDC,15-03-11,29-03-11,29-03-11,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,648,10044,15.5,0.26,"Aurobindo Unit III, India",Yes,138,17941.47,21.65
8060,109-TZ-T30,FPQ-7347,SO-39010,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,03-07-11,N/A - From RDC,07-04-11,31-03-11,31-03-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3493,14740.46,4.22,0.14,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,2996,9639.1,24.32
8063,111-MZ-T30,FPQ-7053,SO-38670,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/2011,N/A - From RDC,31-05-11,06-04-11,06-04-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4050,9436.5,2.33,0.04,"Aurobindo Unit III, India",Yes,195,3495.81,15.57
8064,104-CI-T30,FPQ-6499,SO-37730,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10-04-10,N/A - From RDC,24-03-11,07-06-11,07-06-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,11280,224697.6,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,1264,3380.35,370.75
8065,151-NG-T30,FPQ-7217,SO-39160,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/2011,N/A - From RDC,15-06-11,11-05-11,11-05-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,2000,11120,5.56,0.09,"Cipla, Goa, India",Yes,209,12601.07,18.35
8066,151-NG-T30,FPQ-6800,SO-38610,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12-07-10,N/A - From RDC,31-03-11,11-05-11,11-05-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,60756,640368.24,10.54,0.35,Mylan (formerly Matrix) Nashik,Yes,5481,12601.07,1056.61
8067,151-NG-T30,FPQ-6800,SO-39170,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12-07-10,N/A - From RDC,21-06-11,11-05-11,11-05-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,87744,370279.68,4.22,0.14,Mylan (formerly Matrix) Nashik,Yes,7194,12601.07,610.96
8068,106-HT-T30,FPQ-6484,SO-38080,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/2010,N/A - From RDC,24-03-11,28-04-11,28-04-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2111,4918.63,2.33,0.04,"Aurobindo Unit III, India",Yes,101,1697.33,10.6
8069,200-ZW-T30,FPQ-6483,SO-39270,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/2010,N/A - From RDC,04-04-11,20-05-11,20-05-11,ARV,Pediatric,SCMS from RDC,"Didanosine 125mg, delayed-release capsules, 30 Caps",Didanosine,Generic,125mg,Delayed-release capsules,30,105,892.5,8.5,0.28,"Aurobindo Unit III, India",Yes,10,3403.99,1.92
8071,110-ZM-T30,FPQ-6665,SO-38070,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11-08-10,N/A - From RDC,14-04-11,20-05-11,20-05-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,54869,127844.77,2.33,0.04,"Aurobindo Unit III, India",Yes,2630,3402.23,210.94
8072,110-ZM-T30,FPQ-6482,SO-38960,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/15/2010,N/A - From RDC,30-04-11,20-05-11,20-05-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,120000,1026000,8.55,0.14,"Aurobindo Unit III, India",Yes,11057,12049.4,2212.06
8073,110-ZM-T30,FPQ-6482,SO-38970,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/15/2010,N/A - From RDC,11-04-11,20-05-11,20-05-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7946,19944.46,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,1168,3402.23,43
8074,111-MZ-T30,FPQ-7053,SO-39340,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/2011,N/A - From RDC,31-05-11,23-06-11,23-06-11,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,630,882,1.4,0.02,"Aurobindo Unit III, India",Yes,485,947.52,1.46
8075,110-ZM-T30,FPQ-6222,SO-38600,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/2010,N/A - From RDC,14-04-11,10-06-11,10-06-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10394,72965.88,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,14935,15919.88,157.31
8076,117-ET-T30,FPQ-7001,SO-38420,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,01-06-11,N/A - From RDC,31-05-11,30-05-11,30-05-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,10000,65700,6.57,0.22,Mylan (formerly Matrix) Nashik,Yes,716,2976.29,108.4
8078,151-NG-T30,FPQ-6800,SO-39080,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12-07-10,N/A - From RDC,21-06-11,06-07-11,06-07-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,42371,109317.18,2.58,0.04,"Aurobindo Unit III, India",Yes,5262,13398,180.37
8079,151-NG-T30,FPQ-7217,SO-39590,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/2011,N/A - From RDC,15-06-11,06-07-11,06-07-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,3173,7393.09,2.33,0.04,"Aurobindo Unit III, India",Yes,170,13398.06,12.2
8080,151-NG-T30,FPQ-7217,SO-39620,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/2011,N/A - From RDC,15-06-11,05-07-11,05-07-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15508,38925.08,2.51,0.04,"Strides, Bangalore, India.",Yes,1107,13398.06,64.23
8081,107-RW-T30,FPQ-7692,SO-39560,Rwanda,PMO - US,From RDC,N/A - From RDC,Air Charter,05-04-11,N/A - From RDC,14-08-11,25-05-11,25-05-11,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1800,3330,1.85,0.01,"Aurobindo Unit III, India",Yes,718,4370.8,5.49
8082,105-GY-T30,FPQ-7621,SO-39710,Guyana,PMO - US,From RDC,N/A - From RDC,Air,05-04-11,N/A - From RDC,13-10-11,24-06-11,24-06-11,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,514,1197.62,2.33,0.04,"Aurobindo Unit III, India",Yes,25,1052.04,1.98
8083,110-ZM-T30,FPQ-6482,SO-39410,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/15/2010,N/A - From RDC,30-04-11,20-06-11,20-06-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,112000,281120,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,6449,7962.26,606.09
8084,100-BJ-T30,FPQ-7658,SO-39800,Benin,PMO - US,From RDC,N/A - From RDC,Air,5/15/2011,N/A - From RDC,13-06-11,05-07-11,05-07-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,14770,79462.6,5.38,0.09,"Cipla, Goa, India",Yes,2192,10829.6,131.11
8086,100-GH-T30,FPQ-7799,SO-39960,Ghana,PMO - US,From RDC,N/A - From RDC,Air,06-06-11,N/A - From RDC,04-07-11,20-07-11,20-07-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,38040,95480.4,2.51,0.04,"Strides, Bangalore, India.",Yes,2269,226.25,157.54
8090,106-HT-T30,FPQ-6801,SO-38211,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/14/2010,N/A - From RDC,19-07-11,21-07-11,21-07-11,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,180,2700,15,0.25,"Aurobindo Unit III, India",Yes,38,1128.54,4.46
8091,104-CI-T30,FPQ-6891,SO-38571,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/2010,N/A - From RDC,22-07-11,22-07-11,22-07-11,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1571,35347.5,22.5,0.75,Mylan (formerly Matrix) Nashik,Yes,151,3545.1,58.32
8095,106-HT-T30,FPQ-6801,SO-38214,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/14/2010,N/A - From RDC,31-08-11,24-08-11,24-08-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27975,126447,4.52,0.15,"Strides, Bangalore, India.",Yes,1704,16881.16,208.64
8096,111-MZ-T30,FPQ-7053,SO-38636,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/2011,N/A - From RDC,30-11-11,30-11-11,30-11-11,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,9400,18988,2.02,0.01,"Aurobindo Unit III, India",Yes,3642,5678.14,31.33
8098,110-ZM-T30,FPQ-6319,SO-38950,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,09-01-10,N/A - From RDC,14-04-11,05-08-11,05-08-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,13154,262027.68,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,1456,3949.18,564.93
8099,151-NG-T30,FPQ-7812,SO-39991,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,06-06-11,N/A - From RDC,03-11-11,28-09-11,28-09-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,267671,3003268.62,11.22,0.19,"Aurobindo Unit III, India",Yes,37993,18495.9,4955.39
8100,110-ZM-T30,FPQ-7085,SO-38733,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,02-03-11,N/A - From RDC,31-10-11,26-09-11,26-09-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,135158,583882.56,4.32,0.14,"Aurobindo Unit III, India",Yes,17285,21454.88,963.41
8101,901-SZ-T30,FPQ-8360,SO-40580,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,09-02-11,N/A - From RDC,30-09-11,06-10-11,06-10-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,23861,267720.42,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,4502,12314.4,441.74
8102,106-HT-T30,FPQ-7653,SO-39741,Haiti,PMO - US,From RDC,N/A - From RDC,Air,05-11-11,N/A - From RDC,31-10-11,24-10-11,24-10-11,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,3850,5390,1.4,0.02,"Aurobindo Unit III, India",Yes,230,2936.8,8.89
8103,900-SZ-T30,FPQ-8417,SO-40701,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,9/14/2011,N/A - From RDC,17-11-11,18-10-11,18-10-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,45000,504900,11.22,0.19,"Aurobindo Unit III, India",Yes,5961,20144.99,833.08
8104,110-ZM-T30,FPQ-7085,SO-38743,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,02-03-11,N/A - From RDC,10-12-11,09-12-11,09-12-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,19200,48192,2.51,0.04,Mylan (formerly Matrix) Nashik,Yes,1936,9421.76,79.52
8105,104-CI-T30,FPQ-8295,SO-40770,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/2011,N/A - From RDC,11-11-11,31-10-11,31-10-11,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,1512,1995.84,1.32,0.02,"Aurobindo Unit III, India",Yes,360,3274.41,3.29
8107,104-CI-T30,FPQ-8295,SO-40800,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/2011,N/A - From RDC,23-12-11,19-11-11,19-11-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3520,22598.4,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,197,3296.34,37.29
8108,114-UG-T30,FPQ-8520,SO-40911,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10-05-11,N/A - From RDC,09-01-12,01-12-11,01-12-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10000,41200,4.12,0.14,"Strides, Bangalore, India.",Yes,1051,39130.38,67.98
8110,109-TZ-T30,FPQ-8297,SO-40611,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,07-02-12,19-12-11,19-12-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6400,44928,7.02,0.12,Mylan (formerly Matrix) Nashik,Yes,355,2682.2,74.13
8113,900-SZ-T30,FPQ-8417,SO-40690,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,9/14/2011,N/A - From RDC,12-12-11,12-12-11,12-12-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13023,33599.34,2.58,0.04,"Strides, Bangalore, India.",Yes,750,3787.65,55.44
8114,111-MZ-T30,FPQ-7053,SO-38638,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/2011,N/A - From RDC,31-01-12,25-01-12,25-01-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,8000,15600,1.95,0.01,"Aurobindo Unit III, India",Yes,2987,2779.53,25.74
8115,151-NG-T30,FPQ-8364,SO-40662,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/2011,N/A - From RDC,16-03-12,18-12-11,18-12-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,53279,438486.17,8.23,0.27,Mylan (formerly Matrix) Nashik,Yes,5494,15322.73,723.5
8116,110-ZM-T30,FPQ-7767,SO-40260,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/26/2011,N/A - From RDC,29-02-12,20-01-12,20-01-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,200000,502000,2.51,0.04,"Aurobindo Unit VII, IN",Yes,19257,6476.69,828.3
8128,113-ZW-T30,FPQ-7052,SO-38520,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/19/2011,N/A - From RDC,29-02-12,16-02-12,16-02-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9073,22773.23,2.51,0.04,"Aurobindo Unit VII, IN",Yes,2721,4777.08,37.58
8129,101-CD-T30,FPQ-8840,SO-41383,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/2011,N/A - From RDC,22-03-12,22-03-12,22-03-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,23,53.59,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1,522.42,0.08
8132,109-TZ-T30,FPQ-8297,SO-40630,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,30-03-12,12-03-12,12-03-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,17440,95920,5.5,0.18,Mylan (formerly Matrix) Nashik,Yes,2612,1698.83,158.27
8134,114-UG-T30,FPQ-8520,SO-40910,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10-05-11,N/A - From RDC,09-03-12,15-02-12,15-02-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,534,1377.72,2.58,0.04,"Strides, Bangalore, India.",Yes,30,2030,2.27
8135,151-NG-T30,FPQ-8364,SO-40665,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/2011,N/A - From RDC,16-03-12,16-02-12,16-02-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,22426,136350.08,6.08,0.2,Mylan (formerly Matrix) Nashik,Yes,1942,25231.96,224.98
8136,109-TZ-T30,FPQ-8303,SO-40531,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,11-04-12,11-04-12,11-04-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,19026,37100.7,1.95,0.01,"Aurobindo Unit III, India",Yes,7096,3279.29,61.22
8137,109-TZ-T30,FPQ-8303,SO-40691,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,30-03-12,12-03-12,12-03-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,163735,695873.75,4.25,0.07,Mylan (formerly Matrix) Nashik,Yes,9208,3825.8,1148.19
8143,104-CI-T30,FPQ-8363,SO-40822,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/2011,N/A - From RDC,19-04-12,19-04-12,19-04-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,75000,841500,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,10746,22878.26,1388.48
